"ft_black_2016","ft_white_2016","ft_hisp_2016","ft_asian_2016","ft_muslim_2016","ft_jew_2016","ft_christ_2016","ft_fem_2016","ft_immig_2016","ft_blm_2016","ft_wallst_2016","ft_gays_2016","ft_unions_2016","ft_police_2016","ft_altright_2016","immig_attitude"
59,85,56,89,26,91,95,50,50,9,50,50,58,59,46,"unfavorable/indifferent"
0,90,0,78,0,98,98,30,0,0,24,0,2,100,1,"strongly unfavorable"
29,79,28,53,32,86,100,50,29,5,29,23,92,88,47,"unfavorable/indifferent"
100,51,100,59,2,99,100,32,30,1,81,31,22,100,31,"unfavorable/indifferent"
97,98,93,90,76,91,57,52,71,28,45,91,56,100,81,"lightly favorable"
75,50,75,75,75,75,35,75,75,90,21,90,50,40,0,"lightly favorable"
5,100,7,49,7,100,100,6,5,3,49,6,94,100,80,"strongly unfavorable"
90,91,90,81,32,100,99,0,49,0,47,90,0,100,51,"unfavorable/indifferent"
80,88,77,81,72,80,81,77,73,90,9,74,86,69,2,"lightly favorable"
60,75,75,75,50,76,16,50,61,13,21,75,66,75,0,"lightly favorable"
52,52,52,50,16,52,70,41,28,14,31,59,7,80,50,"unfavorable/indifferent"
100,99,100,100,91,100,52,80,89,55,31,100,52,69,4,"favorable"
99,100,100,100,99,100,100,66,100,25,83,99,9,100,71,"favorable"
100,100,100,100,80,100,100,1,21,2,30,50,1,100,51,"strongly unfavorable"
58,50,80,90,93,95,25,78,57,41,5,83,25,92,0,"lightly favorable"
35,51,41,76,40,51,60,75,50,61,25,60,85,86,10,"unfavorable/indifferent"
99,99,98,99,51,98,80,10,53,29,43,46,50,54,77,"lightly favorable"
84,19,90,50,72,88,3,32,72,74,4,97,85,11,0,"lightly favorable"
98,74,92,86,69,78,100,59,75,95,43,8,26,60,32,"lightly favorable"
64,90,50,58,53,53,71,69,53,43,44,69,55,75,59,"lightly favorable"
89,89,90,89,90,100,72,92,89,91,6,95,80,60,12,"favorable"
67,58,68,81,58,57,48,85,63,15,18,87,74,58,14,"lightly favorable"
64,95,86,85,40,94,86,29,31,6,30,30,11,99,70,"unfavorable/indifferent"
99,75,96,97,99,80,85,90,96,98,40,75,90,69,2,"favorable"
76,45,87,63,62,82,88,44,86,78,13,72,90,3,12,"favorable"
73,86,79,90,40,90,100,10,47,1,11,92,10,100,17,"unfavorable/indifferent"
86,72,12,43,18,41,85,52,14,78,58,55,62,93,55,"strongly unfavorable"
90,90,90,80,46,90,95,45,76,31,50,44,45,96,45,"favorable"
57,66,68,69,37,68,65,29,67,59,55,58,55,68,38,"lightly favorable"
70,95,65,85,20,90,90,1,55,0,45,50,60,90,80,"lightly favorable"
99,96,99,100,29,100,100,10,43,2,50,70,11,94,81,"unfavorable/indifferent"
93,53,87,84,50,53,44,75,84,55,24,79,75,93,58,"favorable"
99,66,32,69,47,58,100,52,41,98,69,6,20,73,30,"unfavorable/indifferent"
95,70,60,70,60,80,55,50,60,100,40,70,55,70,6,"lightly favorable"
95,95,93,89,30,60,99,49,69,14,40,49,18,97,51,"lightly favorable"
100,49,100,88,71,84,50,84,75,94,22,88,82,14,0,"lightly favorable"
52,51,52,97,50,53,99,14,48,22,17,28,15,99,11,"unfavorable/indifferent"
100,30,66,50,51,50,75,25,80,100,2,50,50,25,0,"favorable"
78,50,58,79,62,83,48,57,82,59,80,69,71,50,57,"favorable"
52,50,50,50,50,50,100,50,50,1,6,50,75,90,50,"unfavorable/indifferent"
22,29,19,58,41,5,40,48,54,27,13,3,27,40,47,"lightly favorable"
75,75,85,75,70,80,65,70,70,86,1,70,94,40,1,"lightly favorable"
75,70,70,95,56,75,80,45,96,20,1,72,10,59,10,"favorable"
94,61,53,53,53,80,86,41,61,75,28,55,65,61,3,"lightly favorable"
91,85,84,84,81,90,99,20,81,93,10,81,91,79,12,"favorable"
76,79,75,75,61,76,76,70,70,1,0,94,58,33,3,"lightly favorable"
76,83,67,91,58,73,66,18,74,20,53,28,36,92,54,"lightly favorable"
94,91,73,93,69,94,93,25,77,47,70,77,13,84,29,"favorable"
79,65,69,74,41,75,72,60,50,55,26,63,55,67,47,"unfavorable/indifferent"
70,70,90,70,70,90,60,90,80,75,45,90,70,80,0,"favorable"
81,81,81,81,79,88,83,53,51,50,53,81,51,80,82,"lightly favorable"
80,70,75,70,76,75,25,70,50,65,5,80,70,35,10,"unfavorable/indifferent"
93,50,52,50,39,80,90,71,59,61,30,61,51,50,38,"lightly favorable"
32,2,37,46,3,66,100,53,38,99,71,43,32,1,97,"unfavorable/indifferent"
48,76,51,42,41,86,86,50,33,0,5,10,50,94,23,"unfavorable/indifferent"
100,100,100,96,100,100,68,100,99,100,31,100,98,42,1,"favorable"
98,96,100,100,88,99,98,48,75,49,47,87,45,100,48,"lightly favorable"
95,84,74,79,25,56,100,58,86,65,51,9,78,14,9,"favorable"
92,63,66,56,62,63,98,78,50,79,29,62,66,63,45,"unfavorable/indifferent"
100,99,99,82,54,85,96,89,89,100,98,75,92,85,68,"favorable"
90,90,90,91,85,99,21,90,92,95,6,100,90,56,0,"favorable"
38,64,39,9,4,49,40,39,27,36,31,50,8,69,13,"unfavorable/indifferent"
70,70,70,69,60,70,80,50,51,31,70,70,41,90,50,"lightly favorable"
81,82,75,69,52,52,51,52,59,66,6,31,56,5,29,"lightly favorable"
99,97,77,68,74,97,99,82,80,47,21,93,28,97,0,"favorable"
41,50,59,50,11,51,50,3,50,6,22,50,50,70,50,"unfavorable/indifferent"
98,100,100,100,99,100,100,89,92,90,41,100,100,95,32,"favorable"
69,78,69,75,51,90,99,79,71,40,22,79,76,100,50,"lightly favorable"
75,96,81,50,50,50,65,100,80,50,0,100,80,95,0,"favorable"
100,100,95,100,95,100,100,80,95,31,95,95,95,99,49,"favorable"
46,79,40,54,81,80,80,71,76,3,4,90,40,96,6,"favorable"
81,61,96,75,65,89,71,79,79,12,7,78,40,92,16,"favorable"
69,59,78,76,59,79,65,59,59,70,41,61,32,78,0,"lightly favorable"
70,76,86,90,30,79,89,72,77,47,44,52,21,70,1,"favorable"
74,72,84,70,45,70,32,93,60,66,30,94,59,85,5,"lightly favorable"
100,45,74,64,48,59,97,75,75,91,18,83,97,50,0,"lightly favorable"
26,80,23,81,5,57,79,34,63,5,52,49,31,40,41,"lightly favorable"
91,80,88,88,86,88,94,88,70,91,50,88,96,47,49,"lightly favorable"
90,88,78,79,46,89,93,14,77,20,46,59,34,94,50,"favorable"
50,50,50,50,50,50,50,50,70,50,30,50,50,80,50,"lightly favorable"
100,100,100,100,100,100,66,90,100,80,31,100,65,79,1,"favorable"
60,41,65,95,61,60,45,56,70,40,40,60,3,60,2,"lightly favorable"
100,80,91,82,52,98,98,62,67,78,30,71,82,51,0,"lightly favorable"
95,95,95,95,52,95,94,2,51,2,29,25,28,56,94,"lightly favorable"
85,80,69,71,61,70,83,57,69,65,69,66,64,90,50,"lightly favorable"
52,31,92,6,43,97,3,82,92,80,72,72,16,37,0,"favorable"
59,50,60,60,60,61,70,50,60,25,44,61,40,89,3,"lightly favorable"
100,100,100,100,100,100,100,10,100,6,100,100,20,100,100,"favorable"
97,39,100,100,97,97,40,56,80,40,0,98,40,88,0,"favorable"
100,97,100,99,90,99,77,99,99,91,25,100,65,96,3,"favorable"
60,60,60,60,40,60,90,60,61,20,40,50,40,89,50,"lightly favorable"
60,70,80,69,40,51,70,31,45,10,16,50,30,100,50,"unfavorable/indifferent"
90,83,92,93,88,94,95,5,72,1,31,80,6,95,0,"lightly favorable"
94,72,85,94,92,97,57,100,99,99,27,99,88,42,1,"favorable"
78,79,80,82,81,81,82,82,81,80,12,81,100,35,2,"favorable"
98,97,97,92,65,94,99,8,78,3,26,86,6,82,1,"favorable"
80,92,91,89,90,90,90,100,91,100,40,100,81,80,2,"favorable"
72,82,51,54,50,56,23,58,55,56,22,59,61,59,64,"lightly favorable"
74,75,97,99,76,97,52,76,100,99,3,49,79,49,2,"favorable"
45,47,47,50,48,95,95,49,49,8,51,25,28,100,49,"unfavorable/indifferent"
70,90,90,90,90,90,90,20,90,0,60,40,50,90,10,"favorable"
81,77,81,80,79,82,79,84,78,56,76,76,77,79,31,"favorable"
63,97,64,67,65,82,87,59,43,56,52,96,77,91,52,"unfavorable/indifferent"
83,95,97,90,78,99,97,92,90,80,40,99,50,100,51,"favorable"
71,88,66,76,23,82,100,57,67,8,65,59,26,94,75,"lightly favorable"
79,55,89,70,50,89,69,29,52,3,47,56,10,100,6,"lightly favorable"
75,74,70,62,23,87,52,15,12,7,16,63,28,78,14,"strongly unfavorable"
77,100,78,66,63,65,73,75,74,54,28,77,81,80,6,"lightly favorable"
99,75,88,82,74,84,79,65,68,80,16,57,71,76,6,"lightly favorable"
100,50,100,99,100,99,50,100,100,100,3,99,100,45,1,"favorable"
80,80,80,80,81,80,80,11,50,5,30,100,50,100,51,"unfavorable/indifferent"
99,86,99,99,100,99,2,99,99,100,1,100,100,68,1,"favorable"
51,85,28,89,22,88,78,36,26,11,21,78,32,60,12,"unfavorable/indifferent"
51,75,50,91,5,100,20,90,26,6,5,50,100,52,11,"unfavorable/indifferent"
60,80,47,85,19,84,85,18,56,3,28,47,59,96,50,"lightly favorable"
99,50,100,99,100,99,2,99,100,100,1,100,99,10,0,"favorable"
2,91,6,81,2,52,51,51,2,11,10,50,61,100,50,"strongly unfavorable"
97,97,82,82,93,95,91,91,94,90,78,99,94,94,65,"favorable"
60,75,79,81,46,80,46,70,56,41,31,80,75,70,0,"lightly favorable"
63,73,37,61,90,27,45,20,80,64,6,59,61,72,3,"favorable"
89,50,72,89,76,87,50,98,76,73,21,99,59,50,0,"favorable"
51,70,77,18,21,49,52,50,18,89,5,51,9,100,19,"strongly unfavorable"
55,62,60,63,31,60,40,13,51,11,9,60,32,70,30,"lightly favorable"
100,100,75,100,1,100,100,10,6,2,51,1,2,71,80,"strongly unfavorable"
88,68,70,95,68,68,95,80,96,54,29,79,26,88,3,"favorable"
80,100,90,85,56,91,99,4,75,13,50,6,25,100,23,"lightly favorable"
50,51,59,60,50,50,40,69,73,60,31,60,55,55,1,"lightly favorable"
63,61,61,60,55,62,17,61,61,62,5,70,50,46,6,"lightly favorable"
78,89,74,86,60,88,88,53,69,48,44,27,46,94,75,"lightly favorable"
46,50,79,70,40,50,50,27,50,5,3,50,50,66,50,"unfavorable/indifferent"
70,59,78,78,77,78,7,80,78,80,3,80,70,58,2,"favorable"
50,55,55,70,61,50,40,30,55,25,50,65,45,60,10,"lightly favorable"
73,47,64,44,88,74,60,48,42,52,52,97,34,65,52,"unfavorable/indifferent"
82,63,72,86,77,80,25,100,75,78,48,86,89,34,3,"lightly favorable"
50,50,50,50,50,0,0,50,50,50,0,50,51,80,0,"unfavorable/indifferent"
87,96,72,86,76,89,94,74,61,96,53,73,55,94,12,"lightly favorable"
60,45,49,60,59,80,33,60,65,60,28,70,60,60,0,"lightly favorable"
100,80,100,100,99,99,51,100,100,90,17,99,90,72,0,"favorable"
75,85,75,75,76,80,60,85,70,75,6,75,90,60,1,"lightly favorable"
50,50,50,79,10,70,100,25,50,1,25,27,11,79,77,"unfavorable/indifferent"
96,96,96,96,12,96,96,10,83,0,32,51,11,99,31,"favorable"
53,79,51,53,26,57,87,52,48,15,53,49,72,100,55,"unfavorable/indifferent"
90,81,89,91,87,94,82,94,83,75,68,90,72,79,26,"favorable"
61,66,94,75,46,94,91,44,80,31,3,50,6,48,25,"favorable"
91,90,52,27,6,80,79,51,100,1,11,0,28,90,71,"favorable"
88,88,87,89,70,91,91,10,50,22,50,50,10,75,11,"unfavorable/indifferent"
80,100,91,88,77,80,51,50,80,70,7,79,92,50,1,"favorable"
51,80,50,51,11,50,50,0,71,0,50,50,22,81,70,"lightly favorable"
32,53,78,76,52,75,34,53,27,40,13,81,57,62,4,"unfavorable/indifferent"
100,5,100,100,97,98,69,72,96,79,17,85,75,0,0,"favorable"
40,78,77,51,25,50,82,50,25,5,51,50,50,77,77,"strongly unfavorable"
39,70,14,49,34,53,52,20,4,1,12,31,7,100,48,"strongly unfavorable"
75,100,30,90,1,99,99,1,1,1,1,2,28,93,77,"strongly unfavorable"
79,51,79,49,49,50,80,49,30,39,31,49,5,70,1,"unfavorable/indifferent"
50,50,50,50,51,50,30,70,50,60,41,80,51,80,0,"unfavorable/indifferent"
85,94,71,95,27,99,96,72,97,19,88,69,51,100,54,"favorable"
81,88,81,91,86,90,88,76,87,65,20,60,91,70,0,"favorable"
95,77,92,99,91,63,28,90,87,91,1,100,90,95,2,"favorable"
50,50,76,79,50,70,0,27,69,80,0,50,50,50,50,"lightly favorable"
97,99,95,99,61,99,99,37,97,1,70,93,2,99,0,"favorable"
4,51,23,58,1,29,39,100,6,9,4,4,2,75,3,"strongly unfavorable"
67,94,72,77,1,99,100,12,56,0,59,44,6,99,4,"lightly favorable"
50,37,50,99,50,50,20,85,50,99,22,100,99,43,0,"unfavorable/indifferent"
66,50,52,57,63,52,59,65,73,62,66,56,55,69,64,"lightly favorable"
61,47,1,4,2,15,47,4,1,25,0,43,25,21,0,"strongly unfavorable"
54,31,29,52,55,60,23,55,51,5,2,51,9,72,15,"lightly favorable"
51,50,50,51,55,50,41,50,51,40,12,50,48,53,1,"lightly favorable"
70,69,66,49,50,82,100,18,19,56,28,50,50,50,65,"strongly unfavorable"
69,61,81,61,51,50,31,81,80,31,10,91,51,75,3,"favorable"
77,94,88,78,22,79,80,41,59,21,20,51,33,89,11,"lightly favorable"
86,51,70,96,56,100,20,65,76,75,57,71,90,46,1,"favorable"
85,91,74,78,66,84,66,98,87,67,30,99,71,79,69,"favorable"
98,100,98,100,100,99,23,78,99,98,2,99,97,90,0,"favorable"
51,50,51,51,51,81,51,80,78,90,4,50,79,32,1,"favorable"
95,79,97,95,95,97,16,93,91,83,69,96,79,87,0,"favorable"
75,50,76,75,70,98,30,95,65,74,46,77,51,70,1,"lightly favorable"
100,100,100,100,70,100,100,88,17,78,1,100,76,99,0,"strongly unfavorable"
88,93,88,98,80,98,90,44,76,32,73,75,28,100,4,"favorable"
99,49,52,52,54,50,84,78,51,83,1,38,54,53,3,"lightly favorable"
100,100,100,100,98,100,57,93,85,80,41,100,50,77,10,"favorable"
83,88,72,81,50,75,71,50,35,30,6,60,25,92,50,"unfavorable/indifferent"
97,100,63,93,2,98,97,4,50,3,10,0,9,86,5,"unfavorable/indifferent"
60,50,50,50,78,50,70,41,59,74,3,50,69,41,1,"lightly favorable"
56,63,52,71,56,76,59,45,36,48,38,65,45,72,44,"unfavorable/indifferent"
70,70,69,70,66,69,60,61,69,66,66,70,70,70,66,"lightly favorable"
100,100,100,100,1,1,1,1,100,0,1,100,0,50,50,"favorable"
37,85,63,69,29,53,33,22,7,15,39,21,53,56,30,"strongly unfavorable"
98,47,96,99,97,99,55,99,98,89,32,100,72,45,3,"favorable"
75,78,77,56,63,55,79,53,50,14,19,51,62,88,11,"unfavorable/indifferent"
98,39,99,100,99,99,21,98,99,100,27,100,25,90,1,"favorable"
76,99,91,84,78,51,99,27,60,11,50,35,11,89,66,"lightly favorable"
100,50,100,100,100,100,48,97,100,99,33,100,79,100,3,"favorable"
56,80,71,69,0,65,94,49,7,2,2,36,12,95,3,"strongly unfavorable"
50,50,50,50,52,50,50,100,91,91,20,50,90,75,0,"favorable"
51,50,21,50,3,50,50,10,41,3,3,50,3,90,0,"unfavorable/indifferent"
68,68,68,50,46,62,29,56,69,33,19,20,78,68,4,"lightly favorable"
100,55,100,89,94,91,26,64,51,95,44,81,75,50,0,"lightly favorable"
81,95,89,95,70,84,90,80,79,70,61,81,65,91,6,"favorable"
20,36,51,72,21,71,59,72,53,4,7,51,50,49,6,"lightly favorable"
100,100,52,100,2,99,100,1,2,2,99,49,3,100,48,"strongly unfavorable"
92,84,82,92,89,89,84,90,93,66,70,97,69,96,0,"favorable"
48,95,48,80,5,80,95,30,50,70,0,10,90,80,1,"unfavorable/indifferent"
50,60,50,50,0,40,100,0,3,0,10,0,25,100,100,"strongly unfavorable"
50,100,81,100,30,79,100,70,50,5,1,100,29,99,0,"unfavorable/indifferent"
90,90,80,90,89,90,80,90,65,5,30,95,98,98,10,"lightly favorable"
52,50,51,48,52,100,0,50,51,69,1,100,88,26,0,"lightly favorable"
76,92,61,82,51,70,72,52,52,66,51,11,52,76,76,"lightly favorable"
55,40,60,51,60,70,60,95,80,90,20,90,90,60,10,"favorable"
49,51,51,97,46,99,76,51,20,2,48,91,9,100,48,"strongly unfavorable"
52,75,20,75,38,51,100,27,14,3,51,30,4,80,40,"strongly unfavorable"
94,40,95,96,95,99,23,100,90,78,14,99,73,40,0,"favorable"
72,61,54,79,11,72,22,74,78,65,30,76,66,28,6,"favorable"
90,98,49,94,20,68,99,40,90,18,80,49,32,95,78,"favorable"
98,99,98,98,99,98,99,92,89,75,27,99,50,95,9,"favorable"
44,53,51,59,52,70,58,2,52,1,23,50,47,75,39,"lightly favorable"
99,23,94,98,99,79,6,100,100,99,3,100,80,31,2,"favorable"
75,76,74,75,50,75,74,90,50,41,21,80,30,75,0,"unfavorable/indifferent"
29,51,57,79,10,89,19,51,50,11,3,97,90,79,1,"unfavorable/indifferent"
70,50,81,70,70,71,60,22,60,71,20,51,69,50,1,"lightly favorable"
53,51,52,57,6,52,85,46,50,56,17,25,4,79,20,"unfavorable/indifferent"
56,88,44,54,41,58,88,51,59,13,71,35,38,98,78,"lightly favorable"
75,76,79,88,50,71,6,91,95,78,16,83,63,58,1,"favorable"
79,91,81,95,31,97,98,21,31,3,10,73,49,97,50,"unfavorable/indifferent"
99,86,98,86,97,97,100,99,94,92,99,95,99,91,97,"favorable"
99,100,99,100,100,100,89,100,95,92,11,99,99,90,0,"favorable"
95,95,95,95,95,95,95,0,90,0,90,95,50,95,0,"favorable"
75,75,75,76,76,77,75,25,73,1,50,75,16,100,19,"lightly favorable"
12,80,39,51,10,62,89,35,27,20,33,36,25,83,68,"unfavorable/indifferent"
94,80,95,57,69,90,82,68,77,90,67,77,82,90,58,"favorable"
50,50,50,50,50,50,50,50,50,46,11,50,50,76,0,"unfavorable/indifferent"
50,60,44,34,7,57,90,41,31,6,4,31,33,99,93,"unfavorable/indifferent"
50,79,100,100,1,51,51,2,50,1,2,50,2,91,50,"unfavorable/indifferent"
60,62,83,94,52,51,61,75,56,96,41,5,45,51,50,"lightly favorable"
90,89,90,91,59,90,91,11,49,5,17,60,41,92,47,"unfavorable/indifferent"
100,100,100,100,11,50,100,6,50,1,50,100,10,99,5,"unfavorable/indifferent"
75,75,75,75,51,75,100,6,94,6,50,6,25,97,90,"favorable"
90,100,50,79,46,100,99,5,41,81,12,1,100,100,52,"unfavorable/indifferent"
8,77,16,51,4,70,100,8,3,0,10,50,2,97,74,"strongly unfavorable"
91,89,92,98,84,98,99,19,75,5,13,53,99,82,55,"lightly favorable"
89,90,92,91,94,95,91,32,95,94,60,94,39,42,30,"favorable"
43,100,47,99,18,86,100,0,80,0,13,34,26,79,50,"favorable"
50,50,50,50,50,50,90,55,50,50,11,45,70,60,0,"unfavorable/indifferent"
100,100,100,100,100,100,100,100,100,100,100,100,1,100,100,"favorable"
79,79,77,79,79,80,79,79,80,50,30,80,50,81,50,"favorable"
82,81,82,81,81,81,81,82,81,81,5,81,80,50,5,"favorable"
90,51,91,80,78,82,79,79,91,100,19,90,90,38,0,"favorable"
68,76,81,80,48,75,73,50,70,70,27,50,80,65,0,"lightly favorable"
50,70,50,50,50,50,80,40,50,1,1,50,50,60,50,"unfavorable/indifferent"
51,50,63,48,27,73,50,1,25,3,50,48,31,91,33,"strongly unfavorable"
75,75,75,75,75,75,50,50,75,50,0,75,50,95,1,"lightly favorable"
80,100,88,98,2,99,99,11,11,1,2,72,2,99,2,"strongly unfavorable"
74,70,73,76,67,66,56,50,50,50,40,76,71,80,2,"unfavorable/indifferent"
74,52,81,75,75,93,52,93,77,81,9,69,78,75,1,"favorable"
89,75,90,90,74,80,95,60,80,99,75,80,95,76,2,"favorable"
98,94,80,94,21,93,96,23,51,2,24,99,18,100,78,"lightly favorable"
55,41,53,39,11,77,25,11,47,1,39,19,11,95,9,"unfavorable/indifferent"
84,90,80,80,65,99,97,51,26,3,50,100,50,95,50,"unfavorable/indifferent"
95,77,90,49,50,89,94,77,96,95,11,13,98,91,50,"favorable"
50,50,50,51,0,51,0,54,50,60,11,60,51,22,1,"unfavorable/indifferent"
75,81,62,51,31,82,91,13,51,2,51,51,11,100,3,"lightly favorable"
50,50,50,50,50,50,51,15,50,1,8,50,2,95,3,"unfavorable/indifferent"
51,50,51,50,50,50,70,7,3,3,30,30,21,79,50,"strongly unfavorable"
51,51,81,80,30,50,81,2,50,2,41,51,10,91,80,"unfavorable/indifferent"
94,96,94,98,98,56,91,87,97,60,96,69,81,70,94,"favorable"
70,31,21,50,1,70,41,0,21,0,50,40,0,91,0,"strongly unfavorable"
100,100,100,100,30,100,100,30,50,30,50,50,31,100,29,"unfavorable/indifferent"
41,54,52,63,46,50,43,49,40,8,20,45,41,59,37,"unfavorable/indifferent"
80,31,91,81,77,81,51,67,92,60,26,63,71,52,0,"favorable"
50,50,50,50,25,50,96,10,50,10,50,0,10,90,50,"unfavorable/indifferent"
73,76,76,77,81,76,78,58,72,33,16,64,70,79,4,"lightly favorable"
25,81,2,79,2,74,99,3,48,0,51,2,18,88,75,"unfavorable/indifferent"
100,100,99,100,30,100,100,29,100,0,100,50,0,100,0,"favorable"
100,98,99,100,99,100,99,77,96,6,90,94,6,98,91,"favorable"
90,91,91,91,88,90,70,90,89,62,42,89,69,80,12,"favorable"
86,80,93,90,99,98,51,93,96,97,2,95,98,30,3,"favorable"
100,99,100,99,0,99,100,1,2,0,50,100,0,100,50,"strongly unfavorable"
100,53,53,53,50,99,54,95,58,78,51,97,50,53,3,"lightly favorable"
90,90,90,82,3,81,79,30,52,3,31,3,51,81,91,"lightly favorable"
50,50,50,50,50,90,100,6,50,6,31,3,11,90,31,"unfavorable/indifferent"
84,75,90,93,100,91,34,98,91,88,22,99,100,34,4,"favorable"
91,83,92,84,23,97,100,7,55,9,55,13,16,100,68,"lightly favorable"
99,100,97,97,81,100,98,31,80,45,30,100,10,99,51,"favorable"
51,53,52,55,54,55,54,21,54,5,50,53,17,74,54,"lightly favorable"
50,50,50,50,1,50,50,1,4,1,11,2,3,81,10,"strongly unfavorable"
96,93,80,86,66,96,96,11,85,10,50,75,43,97,90,"favorable"
80,80,79,80,80,80,80,75,80,40,40,80,70,90,50,"favorable"
98,88,90,89,21,91,89,49,49,12,21,90,53,99,50,"unfavorable/indifferent"
68,89,69,40,20,91,95,30,23,9,50,21,20,95,31,"strongly unfavorable"
72,71,72,69,53,73,70,21,69,26,54,71,12,91,53,"lightly favorable"
40,51,50,51,30,28,50,7,27,9,51,2,39,31,50,"unfavorable/indifferent"
80,50,60,60,51,60,99,55,52,9,80,81,52,79,19,"lightly favorable"
81,67,75,82,65,72,63,41,67,55,31,71,50,62,46,"lightly favorable"
72,74,84,85,51,75,97,4,86,44,50,1,3,94,2,"favorable"
94,95,97,50,100,100,100,50,95,50,41,50,50,100,49,"favorable"
0,95,0,80,0,75,100,20,0,0,0,50,10,80,65,"strongly unfavorable"
66,74,69,100,28,100,98,21,98,0,1,91,0,80,51,"favorable"
60,85,61,85,65,78,65,6,67,1,67,17,11,95,9,"lightly favorable"
50,75,75,75,25,75,75,25,50,0,50,50,0,99,50,"unfavorable/indifferent"
51,51,53,51,61,70,99,50,72,20,25,53,21,73,10,"lightly favorable"
85,90,90,94,81,89,67,80,89,65,55,90,70,93,0,"favorable"
60,60,60,60,60,60,51,60,60,46,22,81,76,66,0,"lightly favorable"
0,91,0,49,0,1,48,0,1,0,1,48,48,81,46,"strongly unfavorable"
68,60,86,91,74,92,87,26,85,17,25,69,12,87,53,"favorable"
91,93,88,93,87,93,30,82,87,76,8,99,88,61,1,"favorable"
52,57,50,52,55,58,52,56,57,59,52,54,49,50,55,"lightly favorable"
81,91,92,79,82,90,92,99,71,70,40,78,100,90,51,"lightly favorable"
100,100,98,98,99,99,100,10,100,0,100,5,2,100,8,"favorable"
1,91,26,55,0,99,99,52,0,0,0,0,80,53,0,"strongly unfavorable"
79,50,4,50,51,79,100,12,3,5,50,50,3,99,44,"strongly unfavorable"
80,6,75,78,80,79,26,80,52,94,11,4,79,31,3,"lightly favorable"
25,96,75,81,73,84,79,24,58,6,9,92,95,19,4,"lightly favorable"
76,94,63,72,60,25,81,38,71,28,48,51,26,96,50,"lightly favorable"
80,90,89,81,2,90,93,40,89,2,30,50,5,93,50,"favorable"
100,100,100,100,100,100,100,99,100,3,10,100,79,100,100,"favorable"
90,90,75,90,90,90,90,60,90,1,60,90,60,90,60,"favorable"
76,63,89,82,72,80,46,75,82,51,39,63,76,53,1,"favorable"
100,90,99,80,70,97,23,92,88,100,1,76,100,7,2,"favorable"
100,100,100,100,0,75,90,25,50,0,50,50,0,100,50,"unfavorable/indifferent"
100,100,100,100,70,100,100,10,50,1,80,100,9,100,41,"unfavorable/indifferent"
72,42,78,69,81,81,30,84,80,82,11,76,51,78,12,"favorable"
100,100,100,100,100,100,1,100,100,100,0,100,100,100,0,"favorable"
52,88,61,85,30,86,90,70,40,21,40,82,70,96,40,"unfavorable/indifferent"
60,85,50,80,20,80,85,20,60,0,70,70,20,90,35,"lightly favorable"
82,69,81,82,78,61,0,79,87,90,0,93,84,58,0,"favorable"
51,51,51,68,50,51,89,28,51,30,50,50,27,76,50,"lightly favorable"
3,100,75,88,2,90,100,2,30,2,81,14,0,100,100,"unfavorable/indifferent"
100,99,98,100,100,99,87,100,90,39,11,100,78,25,4,"favorable"
100,75,100,100,95,100,52,100,90,100,5,100,79,80,2,"favorable"
17,86,25,17,8,69,94,29,9,3,16,71,50,96,75,"strongly unfavorable"
78,75,84,79,71,80,74,36,72,71,6,83,44,79,18,"lightly favorable"
80,77,81,80,81,80,49,80,77,94,16,97,33,33,0,"favorable"
52,80,52,52,25,80,100,26,51,1,50,50,2,99,1,"lightly favorable"
70,65,60,70,70,50,50,75,70,60,0,70,75,70,0,"lightly favorable"
94,95,90,97,42,95,100,47,65,2,86,58,24,100,51,"lightly favorable"
51,50,59,71,70,63,50,41,47,18,25,100,50,88,20,"unfavorable/indifferent"
78,73,79,52,74,74,77,19,74,27,27,78,9,72,3,"lightly favorable"
99,75,78,79,92,100,81,53,91,16,50,21,20,91,97,"favorable"
100,100,100,100,0,99,99,27,51,0,3,75,2,100,50,"lightly favorable"
81,100,12,0,0,90,100,52,10,0,51,0,0,100,0,"strongly unfavorable"
62,62,59,74,28,80,88,26,50,3,54,54,26,77,50,"unfavorable/indifferent"
80,80,80,80,75,80,80,41,80,3,36,80,21,36,50,"favorable"
99,98,97,97,6,98,98,8,96,2,87,15,91,99,25,"favorable"
81,100,50,52,4,98,98,2,51,21,51,50,2,99,51,"lightly favorable"
98,100,9,94,99,89,98,87,86,94,16,16,96,99,99,"favorable"
100,66,94,100,54,97,100,0,88,0,51,51,0,100,0,"favorable"
95,95,95,95,55,95,98,20,95,5,80,90,20,95,95,"favorable"
63,90,86,81,20,93,87,30,50,9,51,80,3,99,73,"unfavorable/indifferent"
100,100,100,100,75,100,80,4,100,0,75,100,0,70,1,"favorable"
50,56,63,53,27,67,86,38,50,7,74,31,50,90,56,"unfavorable/indifferent"
59,17,56,85,86,75,22,97,84,44,5,60,87,45,1,"favorable"
100,70,100,85,55,85,40,95,90,96,2,100,75,70,0,"favorable"
50,50,50,80,50,50,40,50,50,40,30,50,40,80,1,"unfavorable/indifferent"
28,48,66,70,2,34,45,56,17,5,43,78,54,79,45,"strongly unfavorable"
44,16,70,67,70,52,51,28,11,52,8,36,37,47,6,"strongly unfavorable"
75,73,50,41,42,31,50,45,51,28,7,49,91,98,2,"lightly favorable"
