"ft_black_2016","ft_white_2016","ft_hisp_2016","ft_asian_2016","ft_muslim_2016","ft_jew_2016","ft_christ_2016","ft_fem_2016","ft_immig_2016","ft_blm_2016","ft_wallst_2016","ft_gays_2016","ft_unions_2016","ft_police_2016","ft_altright_2016","immig_attitude"
52,50,51,51,41,50,50,33,50,3,34,25,32,99,10,"unfavorable/indifferent"
75,75,75,75,64,75,75,43,70,26,6,75,73,92,50,"lightly favorable"
94,96,85,91,90,89,94,78,80,70,60,90,76,95,76,"favorable"
3,65,23,31,2,49,33,30,2,2,9,31,3,69,5,"strongly unfavorable"
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,"unfavorable/indifferent"
96,69,85,80,85,80,85,87,88,95,11,88,96,11,6,"favorable"
20,16,8,50,0,50,51,0,0,0,1,0,22,40,27,"strongly unfavorable"
85,75,75,90,83,85,95,70,75,85,10,50,80,90,5,"lightly favorable"
66,66,54,69,3,94,77,3,55,0,50,59,2,87,60,"lightly favorable"
80,71,15,90,29,92,2,98,9,47,2,91,83,81,1,"strongly unfavorable"
23,39,22,29,28,17,17,10,12,59,30,22,20,51,31,"strongly unfavorable"
85,85,78,85,21,85,85,18,80,1,5,80,50,96,50,"favorable"
50,86,48,51,22,51,66,50,25,6,22,3,10,68,13,"strongly unfavorable"
100,93,86,87,84,97,100,59,70,99,22,93,53,83,9,"lightly favorable"
43,79,34,59,1,50,63,30,3,1,50,38,45,100,81,"strongly unfavorable"
58,40,50,55,25,41,75,29,25,40,69,48,50,56,50,"strongly unfavorable"
70,70,70,50,2,70,90,50,19,0,9,70,50,100,6,"strongly unfavorable"
67,48,47,80,48,68,78,97,47,46,24,61,50,76,1,"unfavorable/indifferent"
100,95,98,99,96,99,100,100,93,98,50,100,99,79,10,"favorable"
80,90,73,80,52,80,93,72,68,70,9,78,80,99,19,"lightly favorable"
100,100,100,100,99,100,100,99,100,50,1,99,100,100,50,"favorable"
50,75,50,50,25,50,75,10,35,5,50,20,25,75,30,"unfavorable/indifferent"
89,66,84,76,73,68,94,91,64,69,20,69,76,32,3,"lightly favorable"
72,63,100,72,100,97,73,100,71,62,5,50,67,6,1,"lightly favorable"
90,93,93,90,87,94,52,35,90,9,55,89,16,91,16,"favorable"
100,100,100,100,95,100,100,100,100,100,0,100,40,40,0,"favorable"
50,50,50,50,25,50,50,50,35,25,50,50,50,90,50,"unfavorable/indifferent"
86,78,88,86,60,95,97,41,49,36,46,92,55,93,17,"unfavorable/indifferent"
97,51,100,96,87,96,48,100,90,67,29,98,97,97,52,"favorable"
100,97,100,100,100,100,100,31,78,73,25,95,35,79,29,"favorable"
90,100,80,100,1,100,90,0,50,0,0,90,2,95,11,"unfavorable/indifferent"
74,70,81,78,64,50,70,52,55,40,20,56,56,80,50,"lightly favorable"
47,58,72,56,60,67,77,73,49,49,50,55,72,72,66,"unfavorable/indifferent"
100,100,100,99,100,100,100,51,75,5,50,100,50,100,50,"lightly favorable"
60,81,82,61,32,42,99,51,31,35,63,51,80,98,50,"unfavorable/indifferent"
45,42,49,44,45,49,40,50,44,32,38,60,46,74,22,"unfavorable/indifferent"
51,56,32,35,48,51,100,6,1,49,5,0,3,99,50,"strongly unfavorable"
100,100,100,100,100,100,100,100,90,100,0,100,50,75,0,"favorable"
84,55,100,69,16,86,100,2,28,4,2,5,22,68,81,"unfavorable/indifferent"
94,94,80,94,94,95,89,93,91,98,52,28,91,94,51,"favorable"
87,9,52,60,41,61,92,0,19,4,0,48,5,3,0,"strongly unfavorable"
100,100,100,100,75,100,100,56,97,21,89,50,61,96,86,"favorable"
99,99,97,100,27,100,100,27,45,51,52,4,98,99,50,"unfavorable/indifferent"
79,90,88,90,31,80,79,3,81,1,9,40,49,90,2,"favorable"
21,98,50,69,6,49,99,20,2,1,59,21,18,100,90,"strongly unfavorable"
59,69,75,81,38,47,53,2,65,29,3,49,88,59,50,"lightly favorable"
95,74,56,3,3,2,69,50,5,94,3,99,3,96,2,"strongly unfavorable"
28,90,44,79,50,90,68,27,29,8,19,88,9,72,33,"unfavorable/indifferent"
40,49,52,43,41,42,44,42,40,35,51,40,44,41,50,"unfavorable/indifferent"
52,51,51,52,51,54,53,81,52,95,23,52,36,79,1,"lightly favorable"
72,78,71,70,52,98,47,95,76,66,42,72,50,72,0,"favorable"
73,66,60,61,50,69,71,59,51,40,32,75,75,53,53,"lightly favorable"
82,41,66,52,37,20,85,100,2,98,18,3,52,35,20,"strongly unfavorable"
52,100,52,61,28,94,78,19,6,8,10,5,84,83,16,"strongly unfavorable"
100,100,100,99,99,99,98,99,98,82,100,98,100,98,98,"favorable"
79,96,82,82,84,92,88,99,88,92,49,99,18,94,52,"favorable"
93,100,84,76,89,94,95,50,42,73,24,99,50,100,51,"unfavorable/indifferent"
90,70,86,86,41,84,91,74,37,48,19,84,31,57,59,"unfavorable/indifferent"
71,99,70,88,1,100,69,50,10,0,50,59,69,90,51,"strongly unfavorable"
87,55,39,25,41,72,73,29,31,79,61,36,65,69,54,"unfavorable/indifferent"
99,99,100,77,51,99,100,28,76,3,50,51,1,98,3,"favorable"
97,98,98,98,92,100,41,98,94,91,0,99,88,64,0,"favorable"
100,90,100,100,100,100,75,47,100,31,11,85,41,100,0,"favorable"
58,67,29,99,100,95,33,100,99,55,13,100,78,100,84,"favorable"
75,73,84,100,71,83,50,44,100,33,9,50,90,84,1,"favorable"
80,70,50,54,55,93,93,75,70,81,37,70,54,55,0,"lightly favorable"
91,93,88,90,86,93,62,88,86,77,5,93,95,71,3,"favorable"
89,88,89,89,89,91,89,61,29,21,48,89,42,97,89,"unfavorable/indifferent"
61,56,58,59,10,77,89,6,48,3,44,29,4,92,50,"unfavorable/indifferent"
78,26,8,1,34,1,69,53,81,60,2,78,80,0,0,"favorable"
65,69,65,69,38,60,99,46,53,2,50,51,20,90,70,"lightly favorable"
53,50,50,50,50,51,51,51,51,26,3,51,25,75,52,"lightly favorable"
49,50,2,21,1,99,99,3,1,0,6,34,6,100,2,"strongly unfavorable"
85,90,95,76,79,94,95,96,87,31,32,94,2,94,11,"favorable"
50,52,95,50,0,90,95,2,52,0,0,0,21,100,2,"lightly favorable"
100,89,100,100,100,99,96,89,100,100,76,100,78,91,0,"favorable"
75,88,54,73,49,69,97,24,57,1,50,49,31,99,51,"lightly favorable"
50,50,51,47,35,34,33,47,50,47,37,51,100,54,0,"unfavorable/indifferent"
30,89,61,10,4,65,100,1,49,1,2,1,9,50,1,"unfavorable/indifferent"
92,92,93,92,92,91,88,41,92,61,82,80,40,83,79,"favorable"
88,70,42,73,75,87,97,27,32,95,24,71,49,48,50,"unfavorable/indifferent"
81,81,81,81,81,81,79,91,81,65,20,81,91,81,0,"favorable"
29,51,50,51,50,50,61,3,50,20,3,51,50,90,51,"unfavorable/indifferent"
81,79,78,81,76,80,27,79,76,99,77,53,81,79,2,"favorable"
90,90,90,90,90,91,90,91,90,59,45,94,60,94,10,"favorable"
90,93,79,50,1,91,99,2,25,1,3,50,4,97,100,"strongly unfavorable"
50,25,50,50,50,75,10,63,50,75,5,77,74,30,0,"unfavorable/indifferent"
48,60,52,78,52,84,50,35,42,50,54,43,43,40,54,"unfavorable/indifferent"
50,50,50,50,50,50,31,90,50,70,20,70,60,40,1,"unfavorable/indifferent"
51,50,51,52,50,51,70,31,46,28,7,51,50,93,21,"unfavorable/indifferent"
100,98,99,100,100,99,98,100,99,30,28,99,50,98,52,"favorable"
69,74,79,74,76,70,71,72,81,80,51,80,91,70,3,"favorable"
59,70,66,50,17,68,100,63,38,25,46,70,83,99,44,"unfavorable/indifferent"
50,50,50,50,50,90,75,1,50,1,50,50,0,81,89,"unfavorable/indifferent"
85,92,77,81,72,78,91,13,11,1,5,1,53,100,10,"strongly unfavorable"
89,88,88,86,91,88,90,79,89,42,19,71,80,99,3,"favorable"
70,56,56,58,78,59,51,46,78,42,27,74,53,34,6,"favorable"
90,90,96,100,100,100,85,76,96,30,5,100,79,86,3,"favorable"
10,94,1,100,1,100,100,1,0,0,51,0,0,79,54,"strongly unfavorable"
56,100,49,52,40,50,99,99,35,82,57,51,70,100,46,"unfavorable/indifferent"
91,91,83,42,20,90,100,31,42,20,31,41,100,100,50,"unfavorable/indifferent"
75,79,80,89,69,83,23,76,84,79,6,91,63,79,1,"favorable"
100,91,100,100,100,100,100,100,51,100,50,0,100,31,0,"lightly favorable"
71,80,79,78,62,79,29,52,41,39,50,72,50,89,37,"unfavorable/indifferent"
53,51,52,50,25,51,80,28,26,4,29,19,28,97,52,"unfavorable/indifferent"
100,89,60,80,0,100,100,0,0,0,3,0,1,50,2,"strongly unfavorable"
86,94,89,94,50,89,100,1,41,1,94,5,17,98,50,"unfavorable/indifferent"
77,81,78,79,53,80,80,61,53,30,54,70,56,78,55,"lightly favorable"
28,94,75,72,7,80,80,79,30,25,4,60,67,98,50,"unfavorable/indifferent"
90,95,94,90,60,95,100,31,94,29,21,50,70,69,79,"favorable"
73,80,81,83,70,81,51,57,49,49,48,81,80,78,52,"unfavorable/indifferent"
51,84,77,66,31,50,76,50,74,15,50,1,50,84,50,"lightly favorable"
99,35,91,90,95,99,19,97,85,100,10,100,90,40,0,"favorable"
52,50,82,76,75,87,44,76,78,50,7,90,88,82,2,"favorable"
59,47,56,59,61,59,50,63,71,68,40,60,54,42,19,"lightly favorable"
50,50,49,85,98,53,54,51,100,53,5,52,54,51,3,"favorable"
93,54,52,92,23,19,9,69,72,9,3,98,23,42,0,"lightly favorable"
100,75,100,100,62,100,21,100,99,100,44,100,100,83,6,"favorable"
100,100,100,100,100,100,100,100,100,50,39,100,100,74,2,"favorable"
61,64,66,64,56,65,79,42,44,32,61,45,44,81,60,"unfavorable/indifferent"
99,94,99,95,50,90,98,0,88,3,88,50,10,94,1,"favorable"
57,86,61,65,50,70,97,50,84,26,55,49,51,89,51,"favorable"
84,69,75,90,73,87,49,99,90,69,16,75,76,78,11,"favorable"
81,97,58,69,5,95,90,11,5,12,11,3,6,98,50,"strongly unfavorable"
36,51,51,51,0,51,51,0,51,0,0,51,27,71,51,"lightly favorable"
25,90,30,50,1,90,75,3,2,0,80,20,1,99,48,"strongly unfavorable"
75,76,78,78,76,71,82,51,77,50,5,75,82,79,5,"favorable"
90,87,86,86,88,85,94,84,88,17,90,88,24,88,14,"favorable"
46,48,34,80,28,40,59,6,1,0,1,2,1,66,3,"strongly unfavorable"
89,79,91,91,79,90,12,89,90,75,21,98,89,93,6,"favorable"
51,51,52,51,51,51,31,51,50,31,2,51,81,45,1,"unfavorable/indifferent"
55,70,75,90,25,80,85,50,50,5,3,25,60,80,4,"unfavorable/indifferent"
75,78,6,45,3,77,80,3,4,3,3,44,44,84,3,"strongly unfavorable"
95,100,94,97,73,99,99,57,66,66,64,91,75,98,53,"lightly favorable"
90,90,85,85,50,85,60,70,80,13,40,90,50,90,5,"favorable"
84,89,87,78,3,92,86,50,38,0,0,89,21,95,49,"unfavorable/indifferent"
100,79,100,100,90,100,90,100,80,100,0,100,100,89,0,"favorable"
76,77,77,75,74,76,78,69,69,55,20,79,55,81,6,"lightly favorable"
70,75,33,74,26,95,40,94,57,55,51,44,46,94,50,"lightly favorable"
49,74,50,78,27,52,76,3,3,3,2,51,6,100,50,"strongly unfavorable"
90,81,90,100,70,100,60,11,66,11,70,50,10,90,50,"lightly favorable"
78,80,100,62,53,100,100,29,58,5,53,81,26,100,52,"lightly favorable"
50,66,55,95,51,88,79,49,50,6,39,92,100,100,4,"unfavorable/indifferent"
74,97,50,58,0,97,93,20,8,0,50,1,9,98,91,"strongly unfavorable"
90,93,91,88,64,90,94,14,64,3,68,71,60,85,5,"lightly favorable"
50,50,100,100,80,100,71,20,79,53,11,100,80,96,1,"favorable"
80,51,90,80,71,60,50,100,91,76,1,100,80,50,1,"favorable"
95,94,96,97,96,93,99,83,94,84,48,88,81,100,1,"favorable"
96,100,99,100,99,28,4,76,100,100,33,99,100,39,3,"favorable"
80,32,77,79,70,75,28,88,68,46,11,98,84,57,0,"lightly favorable"
50,50,51,50,28,51,100,21,30,6,50,52,6,100,50,"unfavorable/indifferent"
55,98,50,95,4,97,100,50,10,50,49,46,81,76,50,"strongly unfavorable"
72,80,78,77,36,85,85,30,89,6,67,79,25,89,7,"favorable"
57,61,40,39,9,53,74,59,37,16,48,21,72,92,50,"unfavorable/indifferent"
90,95,94,95,27,96,99,21,50,2,50,96,6,97,51,"unfavorable/indifferent"
100,52,94,100,94,97,48,99,91,88,44,100,84,76,2,"favorable"
64,82,42,75,45,78,77,59,45,6,38,77,67,85,6,"unfavorable/indifferent"
81,90,55,50,49,81,98,50,51,7,68,7,28,100,29,"lightly favorable"
90,89,90,89,95,94,90,79,79,89,50,80,78,61,67,"favorable"
61,51,55,50,50,66,51,20,30,6,45,52,26,77,89,"unfavorable/indifferent"
79,79,80,79,75,73,80,72,80,21,30,75,59,79,66,"favorable"
100,100,100,100,100,100,100,100,100,18,36,100,56,100,24,"favorable"
51,100,31,53,5,52,100,5,7,5,60,52,5,100,51,"strongly unfavorable"
100,99,100,100,27,100,100,27,52,3,55,95,29,100,49,"lightly favorable"
80,100,80,100,80,100,100,10,50,2,15,50,31,100,0,"unfavorable/indifferent"
60,87,70,63,6,97,97,9,5,2,1,42,6,100,74,"strongly unfavorable"
97,98,95,97,21,97,100,18,50,17,3,99,7,98,99,"unfavorable/indifferent"
46,77,50,89,1,51,80,1,50,1,11,2,45,51,50,"unfavorable/indifferent"
34,71,40,50,51,68,51,95,51,71,7,50,38,74,4,"lightly favorable"
51,51,51,51,8,50,80,1,80,1,41,10,51,91,69,"favorable"
91,91,87,91,2,100,100,2,70,0,72,4,3,100,49,"lightly favorable"
40,100,45,59,6,80,100,49,38,3,80,38,24,98,50,"unfavorable/indifferent"
85,50,85,100,60,90,90,40,80,10,20,80,26,95,31,"favorable"
51,52,50,50,20,52,40,61,27,51,9,41,6,20,0,"unfavorable/indifferent"
89,84,79,81,78,98,99,79,81,29,35,51,100,100,26,"favorable"
65,79,1,69,1,70,100,0,0,0,0,0,0,100,69,"strongly unfavorable"
70,70,66,62,47,69,93,41,53,37,25,50,19,59,45,"lightly favorable"
90,91,90,90,15,95,97,6,91,0,24,31,17,94,1,"favorable"
100,51,99,100,100,80,14,100,99,99,1,100,99,90,0,"favorable"
55,55,56,55,25,55,80,15,55,15,40,15,25,90,15,"lightly favorable"
53,85,74,86,24,73,71,19,54,5,53,56,38,94,51,"lightly favorable"
15,80,62,83,29,82,79,22,25,8,60,47,14,85,4,"strongly unfavorable"
96,50,88,85,87,91,94,50,87,74,9,94,28,96,50,"favorable"
41,51,89,51,50,51,89,31,30,0,50,52,18,100,50,"unfavorable/indifferent"
73,55,80,72,75,72,28,74,69,77,2,94,50,57,0,"lightly favorable"
50,70,76,75,54,90,90,24,38,15,42,50,62,90,46,"unfavorable/indifferent"
50,50,50,50,20,50,50,21,50,1,30,50,11,100,20,"unfavorable/indifferent"
75,12,83,88,94,91,92,22,66,100,57,30,27,44,87,"lightly favorable"
96,49,91,91,80,91,49,76,95,90,5,92,91,10,0,"favorable"
100,100,69,63,7,53,5,100,6,100,5,99,15,10,51,"strongly unfavorable"
100,50,100,98,99,100,50,50,99,50,1,100,100,1,1,"favorable"
73,87,85,82,84,52,81,50,67,65,11,81,81,78,15,"lightly favorable"
50,50,50,50,22,50,50,25,27,1,12,50,21,81,26,"unfavorable/indifferent"
50,50,50,50,25,75,90,12,54,3,50,50,25,60,5,"lightly favorable"
92,50,81,76,56,94,98,0,54,13,7,50,1,97,12,"lightly favorable"
79,77,19,47,28,50,69,50,6,4,6,50,75,98,20,"strongly unfavorable"
59,84,53,81,16,50,88,11,36,3,25,45,16,97,27,"unfavorable/indifferent"
27,83,16,20,2,18,92,18,19,1,6,8,41,96,18,"strongly unfavorable"
99,99,100,100,100,99,100,99,100,99,100,100,99,99,100,"favorable"
30,90,20,50,0,50,50,50,0,0,51,50,20,90,50,"strongly unfavorable"
51,50,0,22,1,76,100,0,0,1,1,0,1,100,80,"strongly unfavorable"
47,92,28,48,14,50,92,21,25,1,22,21,21,89,23,"strongly unfavorable"
50,78,42,8,12,72,81,10,41,2,79,72,2,99,21,"unfavorable/indifferent"
99,99,100,98,91,99,100,100,99,79,50,99,99,99,6,"favorable"
96,52,91,88,91,97,87,99,90,97,1,93,96,77,1,"favorable"
100,100,100,100,100,100,91,100,100,100,46,100,80,100,1,"favorable"
90,91,90,90,91,90,55,92,90,60,0,90,69,75,0,"favorable"
90,64,90,89,86,85,43,87,82,88,7,90,74,38,2,"favorable"
73,88,61,71,0,74,86,71,6,73,50,72,75,92,14,"strongly unfavorable"
89,100,91,87,50,87,92,71,76,2,62,81,45,90,21,"favorable"
90,96,90,90,52,90,94,3,90,2,89,90,8,99,49,"favorable"
92,36,77,89,56,58,47,50,69,29,13,100,65,24,1,"lightly favorable"
55,81,50,55,40,55,100,20,40,0,56,45,40,100,0,"unfavorable/indifferent"
99,100,100,99,100,100,100,99,99,79,31,100,100,81,4,"favorable"
79,94,93,90,77,93,95,62,93,25,61,90,75,95,5,"favorable"
46,96,36,50,50,50,1,49,35,60,1,53,56,40,6,"unfavorable/indifferent"
64,72,81,61,55,80,41,55,65,25,1,53,91,60,5,"lightly favorable"
100,100,100,75,25,100,100,40,5,51,42,11,100,100,50,"strongly unfavorable"
52,49,53,53,49,56,51,52,52,51,54,47,53,49,56,"lightly favorable"
91,91,90,89,89,90,97,39,91,9,50,89,5,96,50,"favorable"
66,93,40,84,28,82,98,25,31,2,9,55,65,100,55,"unfavorable/indifferent"
80,76,90,79,51,81,50,79,90,79,11,90,70,90,2,"favorable"
50,50,40,50,50,50,50,50,45,50,50,50,50,60,50,"unfavorable/indifferent"
30,31,31,30,27,31,30,20,26,31,30,30,35,36,30,"unfavorable/indifferent"
38,67,56,17,8,74,46,47,25,22,6,50,85,77,8,"strongly unfavorable"
96,87,80,87,75,98,50,97,77,78,47,100,76,90,0,"favorable"
82,84,77,100,51,78,22,2,53,5,56,96,19,94,30,"lightly favorable"
79,91,80,89,78,83,100,91,84,79,58,69,69,91,79,"favorable"
73,80,77,78,78,80,82,13,77,8,55,56,25,81,51,"favorable"
83,77,85,84,69,87,63,86,61,81,8,81,96,37,4,"lightly favorable"
44,60,48,61,51,80,59,60,60,1,3,60,50,80,11,"lightly favorable"
56,89,49,81,21,97,97,61,79,0,69,9,22,97,1,"favorable"
91,91,91,90,88,94,89,90,88,80,12,94,98,96,0,"favorable"
100,100,96,100,94,100,99,99,100,100,90,100,61,96,90,"favorable"
85,85,85,85,5,85,85,5,55,0,5,55,20,90,0,"lightly favorable"
95,50,90,88,92,87,7,94,87,99,1,91,95,2,2,"favorable"
85,65,75,50,50,50,60,51,50,95,9,75,65,55,3,"unfavorable/indifferent"
89,85,90,93,98,99,47,92,85,85,13,95,100,70,5,"favorable"
67,63,69,65,65,70,73,50,69,37,17,79,32,80,51,"lightly favorable"
91,50,74,85,29,75,73,76,51,25,50,66,42,99,50,"lightly favorable"
100,25,100,100,100,100,100,100,100,100,0,100,100,25,0,"favorable"
51,50,51,50,51,50,50,52,7,0,0,100,0,97,0,"strongly unfavorable"
87,97,74,83,81,89,95,91,91,90,86,86,95,88,91,"favorable"
70,100,20,51,21,99,99,10,9,1,21,1,51,100,17,"strongly unfavorable"
89,99,86,78,85,86,98,69,75,89,69,10,94,91,73,"lightly favorable"
99,91,80,89,91,91,100,21,80,13,52,90,12,100,22,"favorable"
75,77,78,51,50,78,95,28,94,25,54,53,25,88,50,"favorable"
56,65,41,60,7,55,86,11,76,0,16,10,11,90,50,"favorable"
50,88,78,76,33,66,75,76,42,30,59,79,75,69,19,"unfavorable/indifferent"
79,81,81,81,80,80,99,50,81,51,30,6,91,99,51,"favorable"
89,99,89,78,50,100,98,28,51,29,59,50,29,100,49,"lightly favorable"
80,92,81,87,85,88,94,84,77,72,69,72,67,85,65,"favorable"
80,100,50,91,20,96,100,51,50,50,50,77,52,100,51,"unfavorable/indifferent"
75,90,95,90,50,90,75,75,41,3,2,90,60,100,50,"unfavorable/indifferent"
100,100,36,90,9,56,51,79,41,98,54,95,54,87,97,"unfavorable/indifferent"
100,100,84,100,100,100,82,100,79,54,2,100,100,100,1,"favorable"
49,45,51,56,42,50,9,50,52,41,41,51,50,98,0,"lightly favorable"
87,87,88,91,86,94,88,51,82,26,13,91,50,56,10,"favorable"
78,78,70,78,78,78,50,78,80,70,15,78,85,64,10,"favorable"
50,50,50,50,40,50,50,50,50,15,50,50,20,50,50,"unfavorable/indifferent"
52,50,50,50,51,50,80,41,56,30,50,50,36,91,28,"lightly favorable"
91,97,90,80,90,90,100,90,60,91,22,98,51,100,70,"lightly favorable"
79,93,75,96,54,83,99,46,64,0,29,84,38,98,49,"lightly favorable"
51,30,30,50,30,51,78,30,30,3,50,30,10,37,50,"unfavorable/indifferent"
86,84,80,76,69,81,44,84,50,67,44,79,63,74,6,"unfavorable/indifferent"
48,97,49,28,5,48,100,14,13,3,9,49,34,99,100,"strongly unfavorable"
98,2,100,98,98,98,3,98,100,98,0,100,100,12,3,"favorable"
86,95,92,95,31,86,92,1,51,0,3,27,58,88,32,"lightly favorable"
49,49,51,53,51,50,79,59,17,8,6,51,12,52,4,"strongly unfavorable"
13,56,10,31,6,52,45,50,21,5,3,87,53,81,3,"strongly unfavorable"
15,91,25,77,4,31,99,9,26,1,51,30,10,97,82,"unfavorable/indifferent"
97,81,100,66,39,100,99,2,8,2,1,100,10,92,33,"strongly unfavorable"
85,79,79,77,69,85,30,78,69,78,40,88,65,69,1,"lightly favorable"
68,63,63,67,13,76,29,100,71,75,26,73,59,50,1,"lightly favorable"
45,81,55,48,3,50,100,25,45,0,43,25,50,70,29,"unfavorable/indifferent"
60,25,75,100,75,100,40,60,75,30,5,100,58,100,0,"lightly favorable"
80,98,86,95,83,92,78,90,74,81,11,94,58,95,7,"lightly favorable"
99,99,92,92,90,99,99,99,92,99,12,93,99,84,40,"favorable"
81,57,49,80,8,86,48,88,9,3,8,50,89,96,19,"strongly unfavorable"
56,90,60,100,1,91,98,9,50,5,79,6,29,99,51,"unfavorable/indifferent"
53,92,98,53,35,63,45,15,54,25,15,50,16,97,19,"lightly favorable"
91,90,92,89,92,81,91,73,86,56,55,90,50,92,7,"favorable"
99,99,99,94,52,55,54,66,50,99,48,99,53,51,51,"unfavorable/indifferent"
100,95,97,95,92,100,99,97,81,100,61,91,97,84,12,"favorable"
75,49,55,60,76,76,25,97,75,78,3,99,73,56,1,"lightly favorable"
47,76,71,72,31,79,84,50,58,26,39,50,10,42,31,"lightly favorable"
92,63,100,98,98,56,1,99,97,97,0,99,99,1,0,"favorable"
50,50,0,50,0,50,50,0,0,0,50,11,0,71,50,"strongly unfavorable"
51,52,49,49,49,50,50,51,19,26,47,50,15,44,16,"strongly unfavorable"
97,100,100,13,1,50,100,1,0,1,8,6,3,100,17,"strongly unfavorable"
46,66,51,48,50,62,56,46,47,51,40,56,52,80,6,"unfavorable/indifferent"
64,69,17,13,9,44,93,56,32,62,7,58,62,94,59,"unfavorable/indifferent"
84,86,71,85,30,85,66,45,59,26,39,53,34,94,13,"lightly favorable"
91,51,91,89,89,91,30,94,52,87,2,94,94,10,1,"lightly favorable"
60,85,79,90,21,55,81,81,80,49,40,71,94,81,11,"favorable"
66,66,71,77,50,80,69,39,59,22,19,75,56,81,5,"lightly favorable"
66,76,75,76,20,64,95,41,63,65,60,46,38,97,54,"lightly favorable"
81,100,64,54,70,77,100,80,70,100,41,100,78,100,90,"lightly favorable"
79,86,82,91,91,94,87,94,84,13,31,85,65,78,51,"favorable"
75,75,75,75,10,75,90,70,50,1,1,50,10,75,1,"unfavorable/indifferent"
82,75,81,74,58,59,72,76,79,49,39,74,38,94,50,"favorable"
28,49,50,47,5,70,50,13,6,52,7,29,30,50,16,"strongly unfavorable"
70,78,65,68,61,78,95,78,60,60,60,55,58,97,72,"lightly favorable"
73,96,49,76,5,98,76,50,35,5,17,76,79,98,0,"unfavorable/indifferent"
85,94,84,96,84,84,81,95,88,85,80,100,89,89,83,"favorable"
41,89,51,40,20,70,94,25,41,17,51,40,50,50,30,"unfavorable/indifferent"
4,98,12,34,3,49,70,9,1,1,0,35,32,97,16,"strongly unfavorable"
56,82,51,56,50,54,54,50,34,49,20,49,40,50,50,"unfavorable/indifferent"
98,96,97,97,94,99,69,97,95,97,27,97,95,70,1,"favorable"
69,73,65,53,2,57,78,21,32,1,52,72,37,85,31,"unfavorable/indifferent"
52,52,47,50,52,51,48,49,45,50,1,56,50,52,34,"unfavorable/indifferent"
40,98,89,88,11,97,93,51,41,3,51,60,89,90,100,"unfavorable/indifferent"
6,85,31,42,21,50,51,41,10,1,6,36,6,95,50,"strongly unfavorable"
95,94,96,94,50,96,95,9,78,11,50,96,18,95,22,"favorable"
49,49,51,55,11,50,46,30,51,27,9,34,54,26,2,"lightly favorable"
80,79,61,75,59,100,70,80,55,40,30,91,50,89,1,"lightly favorable"
59,80,69,59,38,51,58,59,63,60,30,59,59,52,51,"lightly favorable"
70,50,51,72,48,59,74,33,50,6,33,53,49,88,51,"unfavorable/indifferent"
40,78,76,76,0,46,94,21,56,5,45,11,50,83,76,"lightly favorable"
88,79,79,80,90,91,10,89,90,90,1,89,100,50,0,"favorable"
99,11,98,97,86,94,11,100,99,99,0,97,99,25,0,"favorable"
97,98,78,97,74,97,50,99,79,78,12,97,54,91,3,"favorable"
76,89,81,61,32,81,82,52,73,14,65,69,31,82,33,"lightly favorable"
60,15,50,50,60,50,15,80,90,95,1,70,75,10,0,"favorable"
79,79,78,80,79,89,89,43,69,9,40,79,22,96,6,"lightly favorable"
88,95,72,80,70,60,94,12,3,5,41,84,52,74,38,"strongly unfavorable"
65,98,67,93,65,95,99,6,51,0,70,94,72,98,52,"lightly favorable"
96,99,19,95,17,52,86,65,13,3,8,2,50,100,50,"strongly unfavorable"
51,50,50,50,50,49,2,50,50,50,50,100,50,50,50,"unfavorable/indifferent"
65,76,63,78,50,72,86,30,50,7,44,54,21,97,52,"unfavorable/indifferent"
59,73,79,61,29,78,85,28,75,24,52,77,10,71,16,"lightly favorable"
50,50,50,50,50,50,51,50,49,0,12,50,49,50,50,"unfavorable/indifferent"
69,100,70,90,7,100,89,7,49,31,66,11,31,91,61,"unfavorable/indifferent"
99,100,99,99,100,100,99,99,81,79,72,99,69,94,52,"favorable"
70,87,48,59,34,57,86,78,50,31,39,40,11,92,48,"unfavorable/indifferent"
98,49,100,99,95,90,100,95,99,50,41,96,100,97,0,"favorable"
39,50,95,95,50,97,97,5,70,0,51,95,29,99,0,"lightly favorable"
79,89,69,86,6,90,100,10,75,0,66,14,9,99,19,"lightly favorable"
17,90,4,96,9,97,16,65,25,1,3,49,3,100,2,"strongly unfavorable"
52,82,55,83,47,86,85,58,42,11,38,53,32,81,73,"unfavorable/indifferent"
80,80,80,80,79,81,81,45,72,56,51,80,50,95,1,"lightly favorable"
76,89,84,81,77,94,95,85,76,31,38,68,69,93,18,"favorable"
90,50,50,76,5,85,51,51,50,30,8,2,100,1,0,"unfavorable/indifferent"
